********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
195041.430665838,-32.7538524745644
195041.531471336,-32.7590621476561
195041.632276938,-32.7652152695872
195041.733082644,-32.7709035681002
195041.833888455,-32.778002648152
195041.934694369,-32.7817977747468
195042.035500388,-32.7846394142826
195042.136306511,-32.786536350146
195042.237112739,-32.7879609341723
195042.33791907,-32.7893817539062
195042.438725506,-32.7908063379095
195042.539532046,-32.7955361297953
195042.64033869,-32.7969619685223
195042.741145438,-32.7983878072307
195042.841952291,-32.8012294465603
195042.942759247,-32.8040748501191
195043.043566308,-32.806916489377
195043.144373474,-32.809288286325
195043.245180743,-32.812124906502
195043.345988116,-32.8111852219608
195043.446795594,-32.8130771385741
195043.547502844,-32.8107103606782
195043.647742528,-32.8102342446404
195043.747982315,-32.8097568738445
195043.848222204,-32.8121249065028
195043.948462197,-32.8106965583689
195044.048702293,-32.8121198874771
195044.148942492,-32.8168496789237
195044.249182794,-32.8144866653533
195044.349423199,-32.8173195211575
195044.449663707,-32.8182704984768
195044.549904318,-32.8196900632603
195044.650145032,-32.8182692437163
195044.750385849,-32.8144854105936
195044.850626769,-32.8158999563595
195044.950867792,-32.8154363879131
195045.051108918,-32.817796891959
195045.151350147,-32.8225467594104
195045.25159148,-32.8291747409058
195045.351832915,-32.8324912410908
195045.452074453,-32.8362800929508
195045.552316094,-32.8391229865578
195045.652557839,-32.8457547318304
195045.752799686,-32.8500146804096
195045.853041637,-32.8519141252116
195045.95328369,-32.8552256060489
195046.053525847,-32.8542809026755
195046.153768106,-32.8547507448561
195046.254010469,-32.8547469805907
195046.354252935,-32.8538060414815
195046.454495503,-32.8575961477378
195046.554738175,-32.8561765831842
195046.65498095,-32.8566476801158
195046.755223828,-32.8533361992964
195046.855466808,-32.8467057089996
195046.955709892,-32.8414985474183
195047.055953079,-32.8372348344182
195047.156196369,-32.8325025338517
195047.256439762,-32.8258720429426
195047.356683258,-32.8173471257744
195047.456159431,-32.8093033433049
195047.554753379,-32.8069340558735
195047.653347427,-32.7988865087862
195047.751941575,-32.7922572716388
195047.850535823,-32.7860991313941
195047.94913017,-32.778996287276
195048.047724617,-32.7714123078542
195048.146319164,-32.7619464491058
195048.24491381,-32.7515170649666
195048.343508556,-32.7410964635759
195048.442103402,-32.732562759983
195048.540698347,-32.7249850527551
195048.639293392,-32.7155091541115
195048.737888536,-32.7112416744874
195048.836483781,-32.7012971875455
195048.935079125,-32.6937119507414
195049.033674569,-32.6885047857002
195049.132270112,-32.6828164851825
195049.230865755,-32.6752412858676
195049.329461498,-32.6723971354637
195049.42805734,-32.6648144072237
195049.526653282,-32.66055445523
195049.625249324,-32.6543925471641
195049.723845465,-32.6506099661366
195049.822441707,-32.6482369127642
195049.921038047,-32.6468173469301
195050.019634488,-32.6444455482796
195050.118231028,-32.6416039070253
195050.216827668,-32.6392358726204
195050.315424407,-32.6382874040846
195050.414021247,-32.6363942313051
195050.512618185,-32.6311807911616
195050.611215224,-32.6273919359348
195050.709812362,-32.6250151179887
195050.8084096,-32.6217011243573
195050.907006938,-32.6155417247947
195051.005604375,-32.6051186077652
195051.104201912,-32.6065406833908
195051.202799549,-32.6017983399724
195051.301881277,-32.5984968937699
195051.401121256,-32.597069799005
195051.500361336,-32.5923425126925
195051.599601517,-32.5880712664534
195051.698841799,-32.5847585270824
195051.798082182,-32.5785991265569
195051.897322665,-32.5719673736296
195051.99656325,-32.5634449567178
195052.095803936,-32.5544426585789
195052.195044723,-32.5520821519545
195052.294285611,-32.5487593738885
195052.3935266,-32.5416590321662
195052.49276769,-32.5321831261143
195052.592008881,-32.5217612602338
195052.691250172,-32.5193919698638
195052.790491565,-32.509913553372
195052.889733059,-32.4999678032471
195052.988974654,-32.4947505957477
195053.08821635,-32.4867005285384
195053.187458146,-32.484799825863
195053.286700044,-32.4795888919551
195053.385942043,-32.4720049027222
195053.485184143,-32.4720074123046
195053.584426343,-32.4686921617936
195053.683668645,-32.4663216161048
195053.782911048,-32.4630038559333
195053.882153551,-32.461580524652
195053.981396156,-32.4582665287955
195054.080638862,-32.4544764160596
195054.179881668,-32.4535279467701
195054.279124576,-32.4549550424783
195054.378367585,-32.4544801804402
195054.477610694,-32.4535392399008
195054.576853905,-32.4563746094194
195054.676097216,-32.4563808833744
195054.775340629,-32.4573268430682
195054.874584142,-32.4568532358271
195054.973827757,-32.4554273949324
195055.07315005,-32.4582677835901
195055.174253617,-32.4573230786955
195055.275357289,-32.4563683354486
195055.376461066,-32.4558997473831
195055.477564948,-32.4554211209613
195055.578668934,-32.4549475137163
195055.679773025,-32.4577879023762
195055.780877222,-32.4601546837685
195055.881981522,-32.4582652740013
195055.983085928,-32.4587338620572
195056.084190439,-32.459691114887
195056.185295054,-32.4606320553904
195056.286399774,-32.4587451552035
195056.387504599,-32.4559010021735
195056.488609529,-32.4568544906137
195056.589714563,-32.4497478723033
195056.690819703,-32.4492742650474
195056.791924947,-32.4464351310735
195056.893030296,-32.4435897231149
195056.99413575,-32.4431223897961
195057.095241308,-32.4402794913812
195057.196346972,-32.439809648471
195057.29745274,-32.4374403572995
195057.398558613,-32.4341238515368
195057.499664591,-32.4293852690588
195057.600770674,-32.4303262096906
195057.701876861,-32.425590136718
195057.802983153,-32.4213163778063
195057.904089551,-32.4184734791327
195058.005196053,-32.421310103807
195058.106302659,-32.4241517476501
195058.207409371,-32.4222535540185
195058.308516187,-32.4265185293608
195058.409623109,-32.42983629004
195058.510730135,-32.4331465218638
195058.611837265,-32.4350447154127
195058.712944501,-32.4411953360081
195058.814051842,-32.448773052241
195058.915159287,-32.4544538296511
195059.016307894,-32.4587150400261
195059.117539666,-32.462030290671
195059.218771543,-32.4696042418431
195059.320003525,-32.4748176855992
195059.421235613,-32.4833375959517
195059.522467805,-32.4913926824841
195059.623700103,-32.5003836897918
195059.724932506,-32.5084325017126
195059.826165013,-32.5117427324326
195059.927397626,-32.5178958606706
195060.028630344,-32.5249999674186
195060.129863167,-32.5330425044173
195060.231096095,-32.5368338707777
195060.332329128,-32.545357543364
195060.433562266,-32.5505709855298
195060.534795509,-32.5538849801049
195060.636028858,-32.5605179883866
195060.737262311,-32.5685718175619
195060.83849587,-32.5756721583667
195060.939729533,-32.5818328138667
195061.040963302,-32.5884595472944
195061.142197176,-32.5950925546201
195061.243431154,-32.6012469355349
195061.344665238,-32.6064603764768
195061.445899427,-32.609303272967
195061.547133721,-32.6178281977922
195061.64836812,-32.6249323015768
195061.749602624,-32.6315515048913
195061.850837234,-32.6339283230995
195061.952071948,-32.6419758757076
195062.053306767,-32.6467144540716
195062.154541692,-32.6533436953158
195062.255776722,-32.6590219582335
195062.357011856,-32.6628095581292
195062.458247096,-32.6646989661791
195062.559482441,-32.6703885221992
195062.660717891,-32.677480076171
195062.761953446,-32.6807990882658
195062.863189106,-32.6869509572752
195062.964350908,-32.6935864714964
195063.065467353,-32.6978526968864
195063.166583903,-32.7068512252398
195063.267700558,-32.7120659186746
195063.368817318,-32.7191650003178
195063.469934182,-32.7253294165303
195063.571051152,-32.7305328161694
195063.672168226,-32.7362198609349
195063.773285405,-32.7433239611199
195063.874402689,-32.7485323796301
195063.975520078,-32.7565862023653
195064.076637571,-32.7594290970329
195064.17775517,-32.7693786006795
195064.278872873,-32.7760103480509
195064.379990681,-32.7802728074496
195064.481108594,-32.7850076185427
195064.582226612,-32.7873794159035
195064.683344734,-32.787848003223
195064.784462962,-32.7902210553707
195064.885581294,-32.7935312821079
195064.986699731,-32.7958930408459
195065.087818273,-32.7963729214981
195065.18893692,-32.7930564207225
195065.290055671,-32.7954269631876
195065.391174528,-32.7925915978566
195065.492293489,-32.7902285842406
195065.593412555,-32.7888127837476
195065.694531726,-32.7845515793153
195065.795651002,-32.7812463716205
195065.896770383,-32.7769851670424
195065.997889868,-32.7684677768397
195066.099009458,-32.7604152093604
195066.200129153,-32.7566326302202
195066.301248954,-32.7504807629369
195066.402368858,-32.7462220673598
195066.503488868,-32.7410236870713
195066.604608982,-32.7291797555
195066.705729202,-32.7201900115059
195066.806849526,-32.7097668990989
195066.906804947,-32.7045584796794
195067.006642237,-32.6912937259141
195067.106479629,-32.6827637846015
195067.206317123,-32.6718670636835
195067.30615472,-32.6642880996937
195067.405992419,-32.6533989066577
195067.50583022,-32.6439204954139
195067.605668123,-32.63350741792
195067.705506128,-32.6273505282087
195067.805344236,-32.6188268585161
195067.905182446,-32.6084062511665
195068.005020758,-32.5960912154873
195068.104859172,-32.5861504880826
195068.204697688,-32.5780991691351
195068.304536307,-32.5691119289389
195068.404375027,-32.5601071214141
195068.50421385,-32.5511123518285
195068.604052775,-32.5392709202952
195068.703891803,-32.5340612423411
195068.803730932,-32.5274357620995
195068.903570164,-32.5198580483032
195069.003409498,-32.5089675938751
195069.103248934,-32.5009099984322
195069.203088472,-32.4923913433765
195069.302928113,-32.4848111189278
195069.402767856,-32.4729684293798
195069.502607701,-32.4644422446536
195069.602447648,-32.4559085309084
195069.702287697,-32.451174968002
195069.802127848,-32.4435897231064
195069.901968102,-32.4360182806667
195070.001808458,-32.4293852690557
195070.101648916,-32.4241793531277
195070.201489477,-32.4222836691154
195070.301330139,-32.418019948517
195070.401170904,-32.411871836839
195070.501011771,-32.4033431404337
195070.60085274,-32.3995593007933
195070.700848104,-32.3938735029432
195070.801474877,-32.3929300525705
195070.902101755,-32.388670095823
195071.002728736,-32.3829868072947
195071.103355821,-32.3815634755761
195071.20398301,-32.3806175155865
195071.304610303,-32.3810898681902
195071.405237699,-32.3782469690714
195071.505865199,-32.3791992029846
195071.606492804,-32.375876422532
195071.707120512,-32.3768236373225
195071.807748323,-32.3777658329625
195071.908376239,-32.373499602027
195072.009004258,-32.3772872064129
195072.109632382,-32.3791766168129
195072.210260609,-32.3862832371453
195072.31088894,-32.390543193912
195072.411517374,-32.3967000896253
195072.512145913,-32.4023833778392
195072.612774555,-32.4113844268354
195072.713403301,-32.4213289257488
195072.814032151,-32.4317457767609
195072.914661105,-32.4412229415462
195073.015290163,-32.4497441079167
195073.115919324,-32.457800450297
195073.21654859,-32.4649020492114
195073.317177959,-32.4786379131782
195073.417807432,-32.489061035718
195073.518437008,-32.4990055314972
195073.619066689,-32.5122715507769
195073.719696473,-32.5222147908207
195073.820326361,-32.5326366567036
195073.920956353,-32.541628917393
195074.021586449,-32.5506299612669
195074.122216649,-32.5596222212773
195074.222846952,-32.5681458930824
195074.32347736,-32.5752525079336
195074.424107871,-32.5818804964093
195074.524738486,-32.5899380891833
195074.626231234,-32.5975132911901
195074.728639667,-32.6069929590612
195074.831048207,-32.6183570159648
195074.933456854,-32.6264120979138
195075.035865609,-32.6306745600552
195075.138274472,-32.6368339592491
195075.240683442,-32.644416688467
195075.34309252,-32.6538850613816
195075.445501705,-32.6581500325926
195075.547910998,-32.6647780187665
195075.650320398,-32.672834353895
195075.752729906,-32.6804108080393
195075.855139521,-32.6898841986298
195075.957549244,-32.7003022927923
195076.059959074,-32.7097681538825
195076.162369012,-32.7187691913443
195076.264779058,-32.7239738460918
195076.367189211,-32.7306093590945
195076.469599471,-32.7362901298315
195076.572009839,-32.7443426981394
195076.674420314,-32.7538160861195
195076.776830897,-32.7628133575131
195076.879241588,-32.7737113289067
195076.981652386,-32.7874409010208
195077.084063292,-32.7964444449969
195077.186474305,-32.808754450928
195077.288885425,-32.8196574392399
195077.391296654,-32.8277049854889
195077.493707989,-32.8376494669182
195077.596119433,-32.8466479897746
195077.698530983,-32.8556515313821
195077.800942642,-32.8641827209803
195077.903354408,-32.8741221816952
195078.005766281,-32.8854975184028
195078.108178262,-32.8987559869502
195078.21059035,-32.9110747707071
195078.313002546,-32.9172329075568
195078.41541485,-32.9233910442333
195078.517827261,-32.9338116372201
195078.619738877,-32.9432787433593
195078.721503904,-32.9461266546975
195078.823269036,-32.9499104855441
195078.925034274,-32.9532232196336
195079.026799619,-32.9589052395429
195079.12856507,-32.9622204830403
195079.230330627,-32.9679037574886
195079.33209629,-32.9712202556211
195079.433862059,-32.9721712323143
195079.535627935,-32.9769022750636
195079.637393917,-32.9745392632447
195079.739160005,-32.9764311784285
195079.840926199,-32.9731196994598
195079.942692499,-32.9698057108981
195080.044458905,-32.967908776574
195080.146225418,-32.9660181160822
195080.247992037,-32.9608071930301
